Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50Kb	associated_gene-4DGenome	Cell/Tissue	Detection_method	PMID	closest_gene	distance
12	chr1	119785731	119886848	119806658,119837558,119839819,119869574,119874334,119884032	N,N,N,N,N,N	NA;NA;NA;NA;NA;NA	NA	SPAG17,WARS2,HAO2	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	WARS2	102436
13	chr1	120215698	120219319	120218125	N	NA	ZNF697,PHGDH	ZNF697,PHGDH,LOC644242	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ZNF697	25308
14	chr1	121483449	121485555	121484999	N	NA	NA	NA	NA	NA	NA	HIST2H2BA	577415
15	chr1	143662857	143664848	143663614	N	NA	NA	NA	NA	NA	NA	LOC100286793	79739
16	chr1	143671715	143675915	143673426	N	NA	NA	NA	NA	NA	NA	LOC100286793	68672
17	chr1	144566871	144569759	144567811	N	NA	NBPF9	LOC728875,PDE4DIP	IMR90	Hi-C	24141950	NBPF9	45200
18	chr1	145394457	145398050	145396909	Y	NA	TXNIP	PDE4DIP,SEC22B,HFE2,GNRHR2,LIX1L,RBM8A,PIAS3,POLR3C,NUDT17,ANKRD35,TXNIP,ANKRD34A,POLR3GL,PEX11B,RNF115	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	TXNIP	40412
19	chr1	145398662	145401396	145399084	N	NA	TXNIP	LIX1L,HFE2,ANKRD35,TXNIP,ANKRD34A,RBM8A,PIAS3,POLR3GL,GNRHR2,PEX11B,RNF115,ITGA10,NUDT17,POLR3C	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	TXNIP	37066
20	chr1	145962724	145964469	145963732	N	NA	NA	NA	NA	NA	NA	RNF115	351688
21	chr1	145968179	145971013	145969587	N	NA	NA	NA	NA	NA	NA	RNF115	357143
22	chr1	145978419	145981278	145979137	N	NA	NA	NA	NA	NA	NA	RNF115	367383
23	chr1	146141246	146150949	146148325	N	NA	NA	NA	NA	NA	NA	PDIA3P	498481
24	chr1	147304338	147308046	147306440	N	NA	NA	NA	NA	NA	NA	GPR89B	92460
25	chr1	147504554	147506245	147505465	N	NA	NA	NA	NA	NA	NA	GPR89B	104048
26	chr1	147509894	147513346	147511308,147510566	N,N	NA;NA	NA	NA	NA	NA	NA	GPR89B	109388
27	chr1	147520185	147523117	147520919	N	NA	NA	NA	NA	NA	NA	GPR89B	119679
28	chr1	147683346	147720475	147690154,147718806	N,N	NA;NA	NA	NA	NA	NA	NA	GPR89B	282840
29	chr1	147787972	147796599	147790233	N	NA	NA	NA	NA	NA	NA	GPR89B	387466
30	chr1	147800190	147801746	147801304	N	NA	NA	NA	NA	NA	NA	GPR89B	399684
31	chr1	147805663	147809027	147807048	Y	NA	NA	NA	NA	NA	NA	GPR89B	405157
32	chr1	147859274	147863622	147860939	N	NA	NA	NA	NA	NA	NA	GPR89B	458768
33	chr1	147873442	147878621	147875114	N	NA	NA	NA	NA	NA	NA	GPR89B	472936
34	chr1	148238984	148242686	148241277	N	NA	NA	NA	NA	NA	NA	NBPF16	496756
35	chr1	148246734	148249321	148248295	N	NA	NA	NA	NA	NA	NA	NBPF16	490121
36	chr1	148525533	148529011	148527008	N	NA	NA	NA	NA	NA	NA	NBPF16	210431
37	chr1	149193197	149195535	149194469	N	NA	NA	NA	NA	NA	NA	LOC388692	83941
38	chr1	149222670	149232664	149224374,149230663,149224222	N,N,N	NA;NA;NA	LOC388692	NBPF10,SEC22B,NBPF15	MCF7	ChIA-PET	22265404	LOC388692	46812
39	chr1	149330123	149336068	149333899	N	NA	NA	NA	NA	NA	NA	LOC388692	50647
40	chr1	149513038	149516566	149514440	N	NA	NA	NA	NA	NA	NA	FAM91A2	59696
41	chr1	149712705	149721813	149719445	N	NA	NA	NA	NA	NA	NA	HIST2H2BE	136419
42	chr1	151442843	151448834	151445922	Y	C1orf56,RIIAD1,OAZ3	NA	RIIAD1,POGZ,TUFT1,CGN,SNX27,CELF3,TDRKH,OAZ3,MRPL9,LOC100132111,PI4KB,PSMB4,RORC,C2CD4D,THEM5	IMR90,MCF7,HELA,H1ESC,K562,GM12878	Hi-C,ChIA-PET,5C	24141950,22265404,22955621	TUFT1	63947
43	chr1	152015368	152022279	152020530	N	NA	S100A11	S100A11,THEM4	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	S100A11	5857
44	chr1	159120275	159126035	159124531	N	NA	NA	KCNJ10	IMR90	Hi-C	24141950	TAGLN2	769249
45	chr1	15928571	15929958	15929321	N	NA	DDI2	DDI2,DNAJC16,AGMAT,FBLIM1	IMR90,MCF7,K562	Hi-C,ChIA-PET	24141950,22265404	DDI2	13995
46	chr1	161367790	161373756	161369398	Y	NA	NA	ADAMTS4,NDUFS2,APOA2,TOMM40L	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	SDHC	83624
47	chr1	163367973	163372182	163369970	N	NA	NA	PBX1	IMR90	Hi-C	24141950	NUF2	76250
48	chr1	163562284	163568918	163566617	N	NA	NA	NA	NA	NA	NA	NUF2	270561
49	chr1	165565280	165570055	165567581	N	NA	MGST3	RXRG,LOC400794,UCK2,LOC440700,ALDH9A1,MGST3	IMR90	Hi-C	24141950	MGST3	30055
50	chr1	167120051	167137760	167135463,167127496	N,N	NA;NA	NA	CD247,POU2F1,GPA33	IMR90	Hi-C	24141950	POU2F1	52306
51	chr1	16839421	16843185	16840956,16840281	N,N	NA;NA	CROCCP3	NECAP2,SPATA21,CROCCP3,NBPF1,CROCC,CROCCP2,MST1P2,MIR3675,ESPNP,ARHGEF19,C1orf144,FBXO42	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	CROCCP3	20225
52	chr1	16846266	16849644	16847195	N	NA	CROCCP3	CROCC,CROCCP3,NBPF1,ESPNP	IMR90	Hi-C	24141950	CROCCP3	27070
53	chr1	16857857	16859089	16858824	N	NA	CROCCP3	NBPF1,ESPNP,CROCC	IMR90	Hi-C	24141950	CROCCP3	38661
54	chr1	171340626	171344611	171342687	N	NA	NA	NA	NA	NA	NA	PRRC2C	110055
55	chr1	171389120	171392792	171390130	N	NA	NA	FMO4	IMR90	Hi-C	24141950	PRRC2C	61874
56	chr1	17200222	17203508	17201943	N	NA	CROCC	CROCC,NBPF1,MST1P2,CROCCP2,ESPNP,MIR3675,MST1P9	IMR90	Hi-C	24141950	CROCC	44937
57	chr1	17214420	17217384	17216137	N	NA	CROCC	CROCC,MST1P2,NBPF1,MIR3675,CROCCP2,ESPNP	IMR90	Hi-C	24141950	CROCC	31061
58	chr1	17220073	17223696	17222324,17222961	N,N	NA;NA	CROCC	CROCC,NECAP2,CROCCP3,SPATA21,NBPF1,CROCCP2,MST1P2,ESPNP,MIR3675,ATP13A2,SDHB,PADI2,MFAP2	IMR90,MCF7,K562	Hi-C,ChIA-PET	24141950,22265404	CROCC	24749
59	chr1	177761926	177765001	177763989	N	NA	NA	NA	NA	NA	NA	TOR3A	1286111
60	chr1	17794448	17819542	17796962	Y	NA	RCC2	RCC2,ARHGEF10L	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	RCC2	28198
61	chr1	182068910	182072766	182070722	Y	NA	NA	GLUL,CACNA1E	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	GLUL	288575
62	chr1	185613141	185618387	185615139	N	NA	NA	SWT1,LOC100288079,IVNS1ABP	IMR90	Hi-C	24141950	IVNS1ABP	326680
63	chr1	187592462	187595893	187594897	N	NA	NA	NA	NA	NA	NA	C1orf27	1247572
64	chr1	187733307	187740152	187737286	N	NA	NA	NA	NA	NA	NA	C1orf27	1388417
65	chr1	192215254	192217693	192216617	N	NA	NA	NA	NA	NA	NA	RGS2	560476
66	chr1	195771335	195791657	195787768,195791319	N,N	NA;NA	NA	NA	NA	NA	NA	KCNT2	785842
67	chr1	195801819	195817550	195816502	N	NA	NA	NA	NA	NA	NA	KCNT2	759949
68	chr1	195970754	195975417	195972873	N	NA	NA	NA	NA	NA	NA	KCNT2	602082
69	chr1	202054715	202057413	202055491	N	NA	NA	ELF3,IPO9,RNPEP,ARL8A,GPR37L1,TIMM17A,LGR6,NAV1	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	ARL8A	56458
70	chr1	202074129	202075905	202075083	Y	PPP1R12B,ELF3,LGR6	ARL8A	RNPEP,LGR6,NAV1,ELF3,ARL8A,GPR37L1	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ARL8A	37966
71	chr1	20315020	20328419	20317444	N	NA	NA	PLA2G2C,PLA2G2F,PLA2G2D,PLA2G5,UBXN10	IMR90	Hi-C	24141950	C1orf151-NBL1	391549
72	chr1	204346891	204349073	204347528	N	NA	PPP1R15B	LOC127841,PLEKHA6,PIK3C2B	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	PPP1R15B	31871
73	chr1	204475242	204476914	204475969	N	NA	PIK3C2B,MDM4	PPP1R15B,MDM4,PIK3C2B	MCF7,K562	ChIA-PET	22265404	MDM4	8593
74	chr1	204670724	204683017	204680137,204675907	N,Y	NA;NA	NA	MDM4,LRRN2,NFASC	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	MDM4	185217
75	chr1	209327826	209333839	209330139	N	NA	NA	NA	NA	NA	NA	MIR205HG	268329
76	chr1	209370534	209374711	209372910	N	NA	NA	MIR205HG	IMR90	Hi-C	24141950	MIR205HG	227457
77	chr1	209555338	209561581	209557613	N	NA	MIR205HG	MIR205HG	MCF7	ChIA-PET	22265404	MIR205HG	40587
78	chr1	215582005	215589869	215586329	N	NA	NA	CENPF	IMR90	Hi-C	24141950	KCTD3	150866
79	chr1	219833497	219835820	219834394	N	NA	NA	RRP15	IMR90	Hi-C	24141950	EPRS	384180
80	chr1	220005662	220010028	220007434	N	NA	NA	NA	NA	NA	NA	EPRS	209972
81	chr1	220510351	220514804	220512292	Y	NA	NA	MARK1	IMR90	Hi-C	24141950	RAB3GAP2	64508
82	chr1	221537295	221540651	221539377	N	NA	NA	NA	NA	NA	NA	MARK1	835727
83	chr1	222139614	222153397	222152238,222140569	N,N	NA;NA	NA	DUSP10	IMR90	Hi-C	24141950	TAF1A	609878
84	chr1	222637646	222639488	222638805	Y	NA	NA	DUSP10,MIA3,AIDA,BROX	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	TAF1A	123787
85	chr1	22269819	22273346	22270505	N	NA	NA	NA	NA	NA	NA	LINC00339	78361
86	chr1	224177912	224221547	224180401,224217442	Y,N	NA;NA	NA	NA	NA	NA	NA	FBXO28	80244
87	chr1	224689256	224694536	224691209	Y	NA	NA	WDR26,CNIH3	IMR90	Hi-C	24141950	WDR26	67255
88	chr1	224987878	224990647	224988956	N	NA	NA	CNIH3	IMR90	Hi-C	24141950	WDR26	365877
89	chr1	225025876	225035883	225028422	N	NA	NA	CNIH3,WDR26	IMR90	Hi-C	24141950	WDR26	403875
90	chr1	225066655	225070473	225068472	N	NA	NA	CNIH3	IMR90	Hi-C	24141950	WDR26	444654
91	chr1	226234390	226241668	226240078	N	NA	C1orf55,H3F3A	H3F3A,C1orf55	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	H3F3A	8740
92	chr1	226298479	226300508	226299290	N	NA	H3F3A	ACBD3,C1orf55,H3F3A,LIN9	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	H3F3A	48071
93	chr1	226950315	226952548	226951461	N	NA	ITPKB	ITPKB,C1orf95,PSEN2,ADCK3	IMR90	Hi-C	24141950	ITPKB	23439
94	chr1	227542938	227546978	227544812	N	NA	CDC42BPA	CDC42BPA,ADCK3	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	CDC42BPA	37112
95	chr1	227726771	227734317	227730500	N	NA	ZNF678	WNT9A,ZNF678	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ZNF678	16903
96	chr1	228074417	228076412	228075366	N	NA	NA	PRSS38	IMR90	Hi-C	24141950	SNAP47	151720
97	chr1	229224854	229228075	229226806	N	NA	NA	RHOU,NUP133	IMR90	Hi-C	24141950	NUP133	416013
98	chr1	229312847	229316709	229315406	N	NA	NA	RHOU	IMR90	Hi-C	24141950	NUP133	327379
99	chr1	229324664	229328138	229326104	N	NA	NA	RHOU	IMR90	Hi-C	24141950	NUP133	315950
100	chr1	229337555	229340749	229339298	Y	NA	NA	RHOU,NUP133,RAB4A	IMR90	Hi-C	24141950	NUP133	303339
101	chr1	229364426	229368711	229366406	Y	C1orf96	NA	RHOU,C1orf96,NUP133	IMR90	Hi-C	24141950	NUP133	275377
102	chr1	229828659	229833746	229830206,229832734	N,N	NA;NA	NA	TAF5L,URB2,GALNT2,PGBD5	IMR90	Hi-C	24141950	URB2	66678
103	chr1	230562453	230569527	230563251	N	NA	PGBD5	NA	NA	NA	NA	PGBD5	49062
104	chr1	232205092	232206751	232206232	N	NA	NA	TSNAX-DISC1,PCNXL2	IMR90	Hi-C	24141950	SIPA1L2	444492
105	chr1	232238894	232248949	232246650	N	NA	NA	PCNXL2,TSNAX-DISC1,SIPA1L2	IMR90	Hi-C	24141950	SIPA1L2	402294
106	chr1	232259427	232331007	232260404	N	NA	NA	PCNXL2,TSNAX-DISC1,NTPCR,SIPA1L2,KIAA1383	IMR90	Hi-C	24141950	SIPA1L2	320236
107	chr1	232365384	232376710	232368033	N	NA	NA	NA	NA	NA	NA	SIPA1L2	274533
108	chr1	235092135	235095393	235093220	N	NA	NA	IRF2BP2,LOC100506810,TARBP1,LINC00184,LOC100506795	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	TOMM20	196863
109	chr1	235104359	235108909	235106286	N	NA	NA	IRF2BP2,LOC100506810,LINC00184,LOC100506795	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	TOMM20	183347
110	chr1	236450075	236453353	236451223	N	NA	NA	ERO1LB,GPR137B,EDARADD	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	HEATR1	314488
111	chr1	237095491	237101821	237098315	N	NA	NA	NA	NA	NA	NA	RYR2	103881
112	chr1	237170813	237175131	237173468	N	NA	RYR2	RYR2	IMR90	Hi-C	24141950	RYR2	30571
113	chr1	237179266	237182944	237180283,237179927	N,N	NA;NA	RYR2	RYR2	IMR90	Hi-C	24141950	RYR2	22758
114	chr1	238539186	238545938	238543373,238540792	N,N	NA;NA	NA	NA	NA	NA	NA	RYR2	1333484
115	chr1	23892077	23897766	23895526	N	NA	ID3	E2F2,ID3,MDS2	IMR90	Hi-C	24141950	ID3	5792
116	chr1	23922214	23927852	23924375	N	NA	ID3	ID3,ASAP3,E2F2,MDS2,TCEB3,HNRNPR,TCEA3,LOC100506963,ZNF436	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	ID3	35929
117	chr1	239267673	239273366	239271089	N	NA	NA	NA	NA	NA	NA	RYR2	2061971
118	chr1	239287019	239290391	239289317	N	NA	NA	NA	NA	NA	NA	RYR2	2081317
119	chr1	241601285	241604603	241602836	N	NA	NA	NA	NA	NA	NA	OPN3	199098
120	chr1	246974838	246978295	246976473,246976455	N,N	NA;NA	NA	NA	NA	NA	NA	AHCTF1	116431
121	chr1	26419314	26421142	26420262	N	NA	NA	PDIK1L,FAM110D,CATSPER4,CNKSR1,ZNF593,AIM1L,PAFAH2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	CNKSR1	82839
122	chr1	26834454	26834788	26834729	N	NA	HMGN2	RPS6KA1,DHDDS,ZDHHC18,GPATCH3,GPN2	IMR90	Hi-C	24141950	HMGN2	35552
123	chr1	26945030	26952462	26947606	Y	SH3BGRL3,UBXN11,UBXN11,ZDHHC18,PIGV,GPATCH3,ARID1A,RPS6KA1	NA	RPS6KA1,ARID1A,GPN2,GPATCH3,ZDHHC18,DHDDS,HMGN2,SFN,PIGV,NUDC,NR0B2,C1orf172	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	ARID1A	70060
124	chr1	27356326	27360257	27357296	N	NA	TRNP1,FAM46B	FAM46B,WDTC1,WASF2,C1orf172,TRNP1,FCN3,SYTL1,MAP3K6,CD164L2,NR0B2,GPATCH3,TMEM222,AHDC1,FGR	K562,IMR90	ChIA-PET,Hi-C	22265404,24141950	FAM46B	16993
125	chr1	27370969	27383997	27376091,27372062	N,N	NA;NA	FAM46B	C1orf172,TMEM222,WDTC1,AHDC1,FGR,SLC9A1,TRNP1,FAM46B,WASF2,NUDC,SYTL1,GPR3,GPATCH3,NR0B2,FCN3,MAP3K6,CD164L2,IFI6	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	FAM46B	31636
126	chr1	28430931	28432870	28431805	Y	FGR,FGR,FGR,STX12,C1orf38,SESN2,PTAFR,PTAFR,EYA3	EYA3,LOC653566	EYA3,PTAFR,FAM76A,LOC653566,DNAJC8,ATPIF1,SESN2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	LOC653566	7862
127	chr1	32409094	32412570	32410138	N	NA	NA	KHDRBS1,SPOCD1	IMR90	Hi-C	24141950	KHDRBS1	66921
128	chr1	32912938	32914952	32913781	N	NA	NA	ZBTB8A,ZBTB8B,RBBP4	IMR90	Hi-C	24141950	BSDC1	52876
129	chr1	33188991	33192502	33190895	N	NA	NA	SYNC,YARS,KIAA1522	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	RBBP4	72242
130	chr1	33201614	33204916	33203085	N	NA	NA	KIAA1522	K562	ChIA-PET	22265404	S100PBP	78127
131	chr1	35097438	35102470	35100000	N	NA	NA	CSMD2	IMR90	Hi-C	24141950	C1orf212	222947
132	chr1	37678866	37681382	37680088	N	NA	NA	NA	NA	NA	NA	SNIP1	338521
133	chr1	38877584	38921217	38890994,38891808,38895470	N,N,N	NA;NA;NA	NA	RRAGC,POU3F1	IMR90	Hi-C	24141950	UTP11L	399200
134	chr1	38939901	38943697	38942049	N	NA	NA	NA	NA	NA	NA	UTP11L	461517
135	chr1	38954318	38957359	38955674	N	NA	NA	NA	NA	NA	NA	UTP11L	475934
136	chr1	39021051	39025549	39024574	N	NA	NA	NA	NA	NA	NA	AKIRIN1	431367
137	chr1	40166381	40168369	40167113	N	NA	PPIE	NT5C1A,HPCAL4	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	PPIE	36148
138	chr1	40386991	40391832	40388177	N	NA	TRIT1	NT5C1A,HPCAL4,CAP1,PPT1,TRIT1,MFSD2A,BMP8B,MYCL1	IMR90	Hi-C	24141950	TRIT1	37814
139	chr1	43470593	43477284	43473962,43475646,43471799	N,N,Y	NA;NA;SLC2A1	FLJ32224,SLC2A1	NA	NA	NA	NA	SLC2A1	45746
140	chr1	47997920	48001041	47999032	N	NA	NA	LOC388630	IMR90	Hi-C	24141950	STIL	218101
141	chr1	5112242	5115292	5113282	N	NA	NA	NA	NA	NA	NA	NPHP4	937241
142	chr1	5176046	5180683	5179767	N	NA	NA	NA	NA	NA	NA	NPHP4	871850
143	chr1	53911294	53918528	53914699	N	NA	NA	LRP8,DMRTB1,GLIS1,TMEM48,YIPF1	IMR90	Hi-C	24141950	LRP8	117473
144	chr1	5483735	5486903	5485067	N	NA	NA	NA	NA	NA	NA	NPHP4	565630
145	chr1	54928791	54936160	54930288	N	NA	NA	TMEM59,TCEANC2,SSBP3,CYB5RL,MRPL37,CDCP2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	SSBP3	56699
146	chr1	54952296	54955143	54954646	N	NA	NA	TCEANC2,SSBP3,TMEM59,MRPL37,CYB5RL,CDCP2,C1orf177,YIPF1,HEATR8-TTC4,DIO1,HSPB11	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	ACOT11	58664
147	chr1	55363518	55369317	55368624,55364702	N,N	NA;NA	DHCR24	DHCR24,BSND,TMEM61	IMR90	Hi-C	24141950	DHCR24	10597
148	chr1	564339	570425	567385	N	NA	NA	NA	NA	NA	NA	LOC100288069	143643
149	chr1	56911395	56921416	56919273	Y	NA	NA	PPAP2B	IMR90	Hi-C	24141950	PPAP2B	123841
150	chr1	5890674	5893624	5892456	N	NA	NA	NPHP4	IMR90	Hi-C	24141950	NPHP4	158909
151	chr1	59544084	59548327	59545234	N	NA	NA	MIR4711,FGGY,JUN,LOC100131060,HSD52	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	JUN	294299
152	chr1	61406009	61411350	61408005	N	NA	NA	NA	NA	NA	NA	TM2D1	779745
153	chr1	61470179	61473685	61471678	N	NA	NA	NFIA	IMR90	Hi-C	24141950	TM2D1	717410
154	chr1	61506908	61510649	61509266	Y	NA	NA	INADL,NFIA	IMR90	Hi-C	24141950	TM2D1	680446
155	chr1	62052643	62057266	62055095	N	NA	NA	C1orf87,NFIA,INADL	IMR90	Hi-C	24141950	TM2D1	133829
156	chr1	64810260	64824047	64822478,64819111	N,N	NA;NA	NA	PGM1,CACHD1,RAVER2,AK4	IMR90	Hi-C	24141950	CACHD1	112429
157	chr1	68855406	68858225	68856348	N	NA	NA	WLS,LOC100289178	IMR90	Hi-C	24141950	DEPDC1	104574
158	chr1	69440984	69444085	69442343	N	NA	NA	NA	NA	NA	NA	DEPDC1	478185
159	chr1	70925608	70929020	70926496	N	NA	CTH	NA	NA	NA	NA	CTH	48707
160	chr1	71171617	71174247	71172323	N	NA	NA	NA	NA	NA	NA	CTH	294716
161	chr1	73441264	73461493	73448902,73459229	N,N	NA;NA	NA	NA	NA	NA	NA	TYW3	1737343
162	chr1	75539316	75541862	75540638	Y	NA	NA	NA	NA	NA	NA	CRYZ	340224
163	chr1	77165139	77166792	77165858	N	NA	NA	ST6GALNAC3	IMR90	Hi-C	24141950	PIGK	518340
164	chr1	79657905	79660072	79659275	N	NA	NA	ELTD1	IMR90	Hi-C	24141950	DNAJB4	1187269
165	chr1	79726943	79731163	79728616	N	NA	NA	NA	NA	NA	NA	DNAJB4	1256307
166	chr1	79929302	79961029	79957294	N	NA	NA	NA	NA	NA	NA	DNAJB4	1458666
167	chr1	80104435	80110291	80107199	N	NA	NA	NA	NA	NA	NA	DNAJB4	1633799
168	chr1	8013372	8016629	8014321	N	NA	PARK7	NA	NA	NA	NA	PARK7	5085
169	chr1	81713609	81724795	81716314,81718281	N,N	NA;NA	NA	NA	NA	NA	NA	LPHN2	541287
170	chr1	81775163	81782931	81778148	N	NA	NA	NA	NA	NA	NA	LPHN2	483151
171	chr1	81813990	81816849	81815125	N	NA	NA	NA	NA	NA	NA	LPHN2	449233
172	chr1	81878702	81882076	81879470	N	NA	NA	NA	NA	NA	NA	LPHN2	384006
173	chr1	81895674	81899229	81897164	N	NA	NA	NA	NA	NA	NA	LPHN2	366853
174	chr1	82010865	82016744	82014361	N	NA	NA	NA	NA	NA	NA	LPHN2	249338
175	chr1	82533300	82538641	82536120	N	NA	NA	NA	NA	NA	NA	LPHN2	267218
176	chr1	82822002	82827147	82825880	N	NA	NA	NA	NA	NA	NA	LPHN2	555920
177	chr1	8324803	8330305	8326838	N	NA	NA	ERRFI1,PARK7,SLC45A1	IMR90	Hi-C	24141950	PARK7	303089
178	chr1	83505423	83601316	83600036	N	NA	NA	NA	NA	NA	NA	LPHN2	1239341
179	chr1	83653213	83675925	83674255	N	NA	NA	NA	NA	NA	NA	RPF1	1268995
180	chr1	8373116	8376052	8374879	N	NA	NA	RERE,TNFRSF9,PARK7,ERRFI1,SLC45A1,PER3	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	PARK7	351402
181	chr1	85671536	85676319	85672534	N	NA	SYDE2,C1orf52	SYDE2	MCF7,K562	ChIA-PET	22265404	SYDE2	4808
182	chr1	91345242	91358189	91356687	N	NA	NA	NA	NA	NA	NA	ZNF644	129623
183	chr1	92906138	92908831	92907543	Y	NA	NA	NA	NA	NA	NA	GLMN	141572
184	chr1	9487276	9490414	9489062	Y	NA	NA	H6PD,SPSB1,SLC25A33,MIR34A,GPR157	IMR90	Hi-C	24141950	LZIC	512412
185	chr1	95125329	95126292	95125337	N	NA	NA	F3,ABCD3	IMR90	Hi-C	24141950	CNN3	266443
186	chr1	96467556	96470283	96469171	N	NA	NA	NA	NA	NA	NA	PTBP2	716892
187	chr1	97024244	97027320	97025701	N	NA	NA	NA	NA	NA	NA	PTBP2	159855
188	chr1	99979093	99981887	99980381	N	NA	NA	NA	NA	NA	NA	AGL	333753
189	chr10	104963142	104975530	104964664	Y	NA	NT5C2,LOC729020	NT5C2,SFXN2,ARL3,C10orf26,CNNM2	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	NT5C2	10079
190	chr10	107487827	107489215	107488470	N	NA	NA	NA	NA	NA	NA	ITPRIP	1394164
191	chr10	112243374	112250028	112248394	N	NA	NA	DUSP5,SMC3,SMNDC1	IMR90	Hi-C	24141950	BBIP1	429096
192	chr10	114657570	114660062	114658865	N	NA	TCF7L2	TCF7L2,VTI1A	IMR90	Hi-C	24141950	TCF7L2	49947
193	chr10	121886540	121888667	121887727	N	NA	NA	NA	NA	NA	NA	SEC23IP	234455
194	chr10	122113712	122114856	122114269	N	NA	NA	NA	NA	NA	NA	SEC23IP	461627
195	chr10	125297142	125299782	125298646	N	NA	NA	IKZF5,ACADSB	IMR90	Hi-C	24141950	BUB3	383382
196	chr10	128377894	128381904	128379318	N	NA	NA	NA	NA	NA	NA	DHX32	808010
197	chr10	128566586	128574889	128570664	N	NA	NA	DOCK1	IMR90	Hi-C	24141950	DHX32	996702
198	chr10	130338288	130341623	130338967	N	NA	NA	NA	NA	NA	NA	MKI67	413820
199	chr10	132845727	132848393	132846863	N	NA	NA	TCERG1L	IMR90	Hi-C	24141950	PPP2R2D	899567
