Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50Kb	associated_gene-4DGenome	Cell/Tissue	Detection_method	PMID	closest_gene	distance
46	chr1	10894385	10897660	10896157	N	NA	CASZ1	PEX14,CASZ1,C1orf127	IMR90	Hi-C	24141950	CASZ1	37678
47	chr1	10898968	10900674	10899544	N	NA	CASZ1	PEX14,CASZ1,C1orf127	IMR90	Hi-C	24141950	CASZ1	42261
48	chr1	109059567	109062383	109060634	N	NA	FAM102B	HENMT1,FAM102B	IMR90	Hi-C	24141950	FAM102B	40588
49	chr1	109080135	109083870	109082780	N	NA	FAM102B	NA	NA	NA	NA	FAM102B	19101
50	chr1	10913178	10915590	10914487	N	NA	NA	PEX14,CASZ1,APITD1-CORT,C1orf127	IMR90	Hi-C	24141950	CASZ1	56471
51	chr1	109210126	109217642	109211108	N	NA	PRPF38B	FAM102B,HENMT1,PRPF38B,FNDC7	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	PRPF38B	17290
52	chr1	109222639	109226658	109224607,109222721	N,N	NA;NA	PRPF38B	FNDC7,HENMT1	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	PRPF38B	8274
53	chr1	10925240	10929389	10927046	N	NA	NA	PEX14,CASZ1,APITD1-CORT,C1orf127	IMR90	Hi-C	24141950	CASZ1	68533
54	chr1	109994078	109996875	109995028	N	NA	PSMA5,ATXN7L2,CYB561D1	SYPL2,MYBPHL,SORT1,PSMA5,ATXN7L2,CYB561D1,SARS	IMR90	Hi-C	24141950	PSMA5	24970
55	chr1	110071825	110076807	110075327	N	NA	ATXN7L2,CYB561D1,AMIGO1,GNAI3	CYB561D1,ATXN7L2,AMIGO1,SARS,PSMA5	MCF7,K562	ChIA-PET	22265404	GNAI3	14379
56	chr1	110309145	110310628	110309674	N	NA	GSTM3	CSF1,EPS8L3	IMR90,MCF7,K562	Hi-C,ChIA-PET	24141950,22265404	GSTM3	25485
57	chr1	110332963	110336855	110334940	Y	NA	GSTM3	CSF1,FAM40A,AHCYL1,GSTM4,EPS8L3,CYB561D1,GPR61,GNAI3,AMIGO1,GNAT2,AMPD2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	GSTM3	49303
58	chr1	110353684	110355651	110354126	N	NA	NA	CSF1,AHCYL1	IMR90	Hi-C	24141950	GSTM3	70024
59	chr1	110373970	110385122	110375885,110381990	N,N	NA;NA	NA	CSF1,AHCYL1	IMR90	Hi-C	24141950	GSTM3	90310
60	chr1	110418681	110436980	110420145,110422504	Y,N	UBL4B;NA	NA	CSF1,AHCYL1,EPS8L3,GNAI3,CYB561D1,ATXN7L2,GSTM5,SORT1,PSMA5,GSTM3,GSTM4	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	AHCYL1	90407
61	chr1	110500825	110505238	110502042,110504410	N,N	NA;NA	AHCYL1	CYB561D1,GNAI3,MIR197,AMPD2,GNAT2,GSTM4,GSTM3,EPS8L3,CSF1,AHCYL1	IMR90	Hi-C	24141950	AHCYL1	22149
62	chr1	110678754	110680563	110679665	N	NA	NA	SLC6A17	IMR90	Hi-C	24141950	KCNC4	72773
63	chr1	111097529	111098986	111098500	N	NA	NA	SLC6A17,KCNA2	IMR90	Hi-C	24141950	HBXIP	146983
64	chr1	111106203	111107289	111107111	N	NA	NA	NA	NA	NA	NA	HBXIP	155657
65	chr1	111377271	111378447	111378102	N	NA	NA	NA	NA	NA	NA	LRIF1	128119
66	chr1	111390124	111391457	111390952	N	NA	NA	NA	NA	NA	NA	LRIF1	115109
67	chr1	111581992	111583701	111583194	N	NA	NA	NA	NA	NA	NA	LRIF1	75426
68	chr1	111755693	111759522	111757187	N	NA	NA	WDR77,OVGP1,C1orf88	IMR90	Hi-C	24141950	DRAM2	72855
69	chr1	111760881	111761837	111761076	N	NA	NA	WDR77,C1orf88,CEPT1,PGCP1,RAP1A,DRAM2	IMR90	Hi-C	24141950	DRAM2	78043
70	chr1	111812585	111816481	111814481	N	NA	NA	NA	NA	NA	NA	DRAM2	129747
71	chr1	112634518	112637289	112635928	N	NA	NA	KCND3	IMR90	Hi-C	24141950	CTTNBP2NL	301511
72	chr1	112702696	112704216	112703315	N	NA	NA	NA	NA	NA	NA	CTTNBP2NL	234584
73	chr1	112746713	112748184	112747317	N	NA	NA	NA	NA	NA	NA	CTTNBP2NL	190616
74	chr1	112762946	112768165	112764246,112765718	N,N	NA;NA	NA	NA	NA	NA	NA	CTTNBP2NL	170635
75	chr1	112777314	112783227	112781602	N	NA	NA	NA	NA	NA	NA	CTTNBP2NL	155573
76	chr1	112834943	112838887	112837432	N	NA	NA	NA	NA	NA	NA	CTTNBP2NL	99913
77	chr1	112930003	112930750	112930164	N	NA	CTTNBP2NL	CTTNBP2NL,WNT2B,MIR4256,ST7L,CAPZA1,RHOC,MOV10,PPM1J	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	CTTNBP2NL	8050
78	chr1	113318986	113426602	113326571,113386477,113361032,113335203,113393014,113396727,113411838	N,N,N,N,N,N,N	NA;NA;NA;NA;NA;NA;NA	NA	PPM1J,FAM19A3,SLC16A1,RHOC,AKR7A2P1,LRIG2,MOV10	IMR90,MCF7,K562	Hi-C,ChIA-PET	24141950,22265404	PPM1J	61036
79	chr1	113582685	113590360	113584981,113585796	Y,N	NA;NA	LRIG2	CTTNBP2NL,PPM1J,MOV10,RHOC,SLC16A1,AKR7A2P1,FAM19A3,LRIG2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	LRIG2	25471
80	chr1	113594573	113610119	113599788,113605616	N,N	NA;NA	LRIG2	AKR7A2P1,SLC16A1,RHOC,PPM1J,FAM19A3,LRIG2	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	LRIG2	5712
81	chr1	113700324	113704894	113701438	N	NA	NA	NA	NA	NA	NA	LRIG2	84493
82	chr1	113796411	113800660	113798206	N	NA	NA	MAGI3	IMR90	Hi-C	24141950	MAGI3	132815
83	chr1	113855761	113857486	113856679	N	NA	NA	NA	NA	NA	NA	MAGI3	75989
84	chr1	11397211	11404791	11399048	N	NA	NA	PTCHD2,MTOR,UBIAD1,FBXO2,FBXO44	IMR90	Hi-C	24141950	UBIAD1	63956
85	chr1	114553726	114583320	114572338,114576322,114582240,114566861	N,N,N,N	NA;NA;NA;NA	OLFML3	SYT6,OLFML3	IMR90	Hi-C	24141950	OLFML3	31696
86	chr1	114598679	114605721	114601150,114598860	N,N	NA;NA	NA	SYT6,OLFML3,HIPK1	IMR90	Hi-C	24141950	OLFML3	76649
87	chr1	11473271	11474962	11474227	N	NA	NA	PTCHD2	IMR90	Hi-C	24141950	PTCHD2	64333
88	chr1	114822877	114825199	114824361	N	NA	NA	HIPK1,OLFML3,SYT6	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	SYT6	126405
89	chr1	114850963	114853082	114851331	N	NA	NA	HIPK1,OLFML3	IMR90	Hi-C	24141950	SYT6	154491
90	chr1	114887764	114890232	114888815	N	NA	NA	SYT6,OLFML3,HIPK1,BCAS2,DENND2C,TRIM33,CSDE1	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	TRIM33	163549
91	chr1	11491119	11493726	11491865	N	NA	PTCHD2	NA	NA	NA	NA	PTCHD2	45569
92	chr1	115066794	115071110	115068198	N	NA	TRIM33	TRIM33	K562,MCF7	ChIA-PET	22265404	TRIM33	13013
93	chr1	11524388	11526200	11525187	N	NA	PTCHD2	UBIAD1,PTCHD2	IMR90	Hi-C	24141950	PTCHD2	13095
94	chr1	115351057	115352400	115351503	N	NA	SIKE1	NA	NA	NA	NA	SIKE1	27749
95	chr1	115689420	115696942	115690936	N	NA	NA	NGF	IMR90	Hi-C	24141950	TSPAN2	57299
96	chr1	115926075	115931585	115926726,115929314	N,N	NA;NA	NA	NA	NA	NA	NA	VANGL1	252989
97	chr1	116055114	116058569	116057707	N	NA	NA	NGF	IMR90	Hi-C	24141950	VANGL1	126005
98	chr1	116105932	116109522	116107097,116109046	N,N	NA;NA	NA	NA	NA	NA	NA	VANGL1	75052
99	chr1	116165306	116167451	116166624	N	NA	VANGL1	SYCP1,TSPAN2,CASQ2,TSHB,VANGL1	IMR90	Hi-C	24141950	VANGL1	17123
100	chr1	116170967	116178547	116174992,116171644	N,N	NA;NA	VANGL1	CASQ2,SYCP1,VANGL1	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	VANGL1	6027
101	chr1	116398198	116400914	116399346	N	NA	NHLH2	IGSF3,SLC22A15	IMR90	Hi-C	24141950	NHLH2	14451
102	chr1	116464076	116469436	116467529	N	NA	SLC22A15	SLC22A15	IMR90	Hi-C	24141950	SLC22A15	49683
103	chr1	116474821	116475820	116475316	N	NA	SLC22A15	NA	NA	NA	NA	SLC22A15	43299
104	chr1	11653063	11655246	11654462	N	NA	NA	UBIAD1,PTCHD2	IMR90	Hi-C	24141950	FBXO44	59186
105	chr1	116708845	116712658	116710701	N	NA	NA	ATP1A1,SLC22A15,CD58,IGSF3	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	SLC22A15	189726
106	chr1	116771878	116772896	116772328	N	NA	NA	SLC22A15	IMR90	Hi-C	24141950	ATP1A1	142899
107	chr1	116876320	116879061	116877758	N	NA	ATP1A1	SLC22A15,ATP1A1	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ATP1A1	36734
108	chr1	117020319	117022215	117021586	N	NA	NA	ATP1A1OS,SLC22A15	IMR90	Hi-C	24141950	ATP1A1OS	59075
109	chr1	117026880	117029164	117027887	N	NA	NA	SLC22A15,ATP1A1,ATP1A1OS,MAB21L3,CD58	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ATP1A1OS	65636
110	chr1	117253607	117258336	117254838	N	NA	IGSF3	IGSF3,CD101,TTF2	MCF7,IMR90	ChIA-PET,Hi-C	22265404,24141950	IGSF3	43293
111	chr1	117394693	117399871	117397185	N	NA	NA	TTF2,PTGFRN	MCF7	ChIA-PET	22265404	PTGFRN	52818
112	chr1	117420043	117424997	117421529	N	NA	PTGFRN	PTGFRN,TTF2	MCF7	ChIA-PET	22265404	PTGFRN	27692
113	chr1	117759151	117767564	117767459,117760950,117765069	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	TRIM45	94740
114	chr1	117809617	117833279	117811501,117814654,117827382,117817335	N,N,N,N	NA;NA;NA;NA	NA	VTCN1,TTF2,TRIM45,MAN1A2	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	MAN1A2	76806
115	chr1	117903614	117907323	117905039	N	NA	MAN1A2	NA	NA	NA	NA	MAN1A2	2762
116	chr1	118219776	118220670	118219956	N	NA	NA	FAM46C,GDAP2,WDR3	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	GDAP2	251632
117	chr1	118237582	118240052	118238629	N	NA	NA	FAM46C,GDAP2,MAN1A2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	GDAP2	232250
118	chr1	118267492	118269844	118268590	N	NA	NA	NA	NA	NA	NA	GDAP2	202458
119	chr1	118291193	118292049	118291654	N	NA	NA	GDAP2,FAM46C,MAN1A2	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	GDAP2	180253
120	chr1	118300495	118302448	118301542	N	NA	NA	GDAP2,FAM46C,MAN1A2,TRIM45	IMR90	Hi-C	24141950	GDAP2	169854
121	chr1	118308237	118312832	118308788	N	NA	NA	FAM46C,GDAP2,MAN1A2	IMR90	Hi-C	24141950	GDAP2	159470
122	chr1	118318650	118321614	118320453	N	NA	NA	NA	NA	NA	NA	GDAP2	150688
123	chr1	118822154	118831031	118823938	N	NA	NA	NA	NA	NA	NA	WDR3	349782
124	chr1	118895997	118897654	118897223	N	NA	NA	NA	NA	NA	NA	WDR3	423625
125	chr1	119115226	119117638	119116602	N	NA	NA	NA	NA	NA	NA	WDR3	642854
126	chr1	119394422	119401074	119395425	N	NA	NA	NA	NA	NA	NA	ZNF697	789316
127	chr1	11942006	11944931	11943348	N	NA	KIAA2013,PLOD1	CLCN6,NPPB,MTHFR,NPPA,MFN2,PLOD1	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	KIAA2013	41554
128	chr1	11949251	11951274	11950441	N	NA	KIAA2013,PLOD1	CLCN6,NPPA,MFN2,PLOD1,NPPB	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	KIAA2013	35211
129	chr1	119834707	119848776	119837486,119839727	N,N	NA;NA	NA	HAO2,SPAG17	IMR90	Hi-C	24141950	ZNF697	341614
130	chr1	119862923	119886173	119874778,119870212,119884070,119885728	N,N,N,N	NA;NA;NA;NA	NA	NA	NA	NA	NA	ZNF697	304217
131	chr1	120215801	120219851	120218104	N	NA	ZNF697,PHGDH	ZNF697,PHGDH,LOC644242	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ZNF697	25411
132	chr1	120227840	120240593	120229790,120232309	N,N	NA;NA	ZNF697,PHGDH	ZNF697,LOC644242,PHGDH	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	PHGDH	13826
133	chr1	121101869	121156730	121103533,121139077,121143513	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	EMBP1	104180
134	chr1	121483452	121485553	121484745	N	NA	NA	NA	NA	NA	NA	EMBP1	222542
135	chr1	12680843	12700097	12689558,12685292,12695974	N,N,N	NA;NA;NA	DHRS3	VPS13D	IMR90	Hi-C	24141950	DHRS3	3023
136	chr1	12961669	12963787	12962902	N	NA	NA	NA	NA	NA	NA	DHRS3	283849
137	chr1	12964873	12966687	12965599	N	NA	NA	NA	NA	NA	NA	DHRS3	287053
138	chr1	13017716	13020179	13018816	N	NA	NA	NA	NA	NA	NA	DHRS3	339896
139	chr1	13147421	13149179	13148249	N	NA	NA	NA	NA	NA	NA	DHRS3	469601
140	chr1	13347420	13349806	13348426	N	NA	NA	NA	NA	NA	NA	PDPN	560446
141	chr1	13404843	13405526	13405445	N	NA	NA	NA	NA	NA	NA	PDPN	504726
142	chr1	13554268	13556253	13554626	N	NA	NA	NA	NA	NA	NA	PDPN	353999
143	chr1	13624441	13626323	13625358	N	NA	NA	NA	NA	NA	NA	PDPN	283929
144	chr1	13880476	13883435	13881382	N	NA	PDPN	LRRC38	IMR90	Hi-C	24141950	PDPN	26817
145	chr1	13889461	13894287	13890959,13892642	N,N	NA;NA	PDPN	LRRC38	IMR90	Hi-C	24141950	PDPN	15965
146	chr1	142535335	142543249	142535670,142541249	N,N	NA;NA	NA	NA	NA	NA	NA	LOC100286793	1201338
147	chr1	142861470	142863109	142862250	N	NA	NA	NA	NA	NA	NA	LOC100286793	881478
148	chr1	142966331	142967877	142967461	N	NA	NA	NA	NA	NA	NA	LOC100286793	776710
149	chr1	14308701	14310915	14309519	N	NA	NA	NA	NA	NA	NA	PRDM2	281966
150	chr1	143144908	143147751	143145726	N	NA	NA	NA	NA	NA	NA	LOC100286793	596836
151	chr1	14322049	14330766	14322711	N	NA	NA	NA	NA	NA	NA	PRDM2	295314
152	chr1	143269052	143271835	143270460	N	NA	NA	NA	NA	NA	NA	LOC100286793	472752
153	chr1	143277808	143282934	143281324	N	NA	NA	NA	NA	NA	NA	LOC100286793	461653
154	chr1	143541981	143543960	143542773	N	NA	NA	NA	NA	NA	NA	LOC100286793	200627
155	chr1	143645665	143647352	143646645	N	NA	NA	NA	NA	NA	NA	LOC100286793	97235
156	chr1	143662470	143665281	143663790	N	NA	NA	NA	NA	NA	NA	LOC100286793	79306
157	chr1	143671701	143675605	143671710,143673471	N,N	NA;NA	NA	NA	NA	NA	NA	LOC100286793	68982
158	chr1	144400641	144401842	144401294	N	NA	NA	NA	NA	NA	NA	LOC728875	58886
159	chr1	144566401	144569545	144567776	N	NA	LOC728875,NBPF9	LOC728875,PDE4DIP	IMR90	Hi-C	24141950	LOC728875	44432
160	chr1	144571996	144575464	144572983,144575003	N,N	NA;NA	NBPF9	LOC728875,PDE4DIP	IMR90	Hi-C	24141950	NBPF9	39495
161	chr1	14461229	14466583	14463160	N	NA	NA	NA	NA	NA	NA	PRDM2	434494
162	chr1	145074454	145081815	145075768	N	NA	PDE4DIP,SEC22B	NOTCH2NL,LOC653513,NBPF9,PDE4DIP,LOC728875,SEC22B,NBPF10	IMR90	Hi-C	24141950	SEC22B	14592
163	chr1	14507513	14511818	14510052	N	NA	NA	KAZN	IMR90	Hi-C	24141950	KAZN	413395
164	chr1	145394434	145401234	145397963,145395622,145399139	N,N,N	NA;NA;NA	TXNIP	PDE4DIP,SEC22B,HFE2,GNRHR2,LIX1L,RBM8A,PIAS3,POLR3C,NUDT17,ANKRD35,TXNIP,ANKRD34A,POLR3GL,PEX11B,RNF115,ITGA10	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	TXNIP	37228
165	chr1	145961784	145964504	145963701	N	NA	NA	NA	NA	NA	NA	GPR89C	77916
166	chr1	145967689	145971825	145969534	N	NA	NA	NA	NA	NA	NA	GPR89C	83821
167	chr1	145978419	145981205	145979183	N	NA	NA	NA	NA	NA	NA	GPR89C	94551
168	chr1	146084972	146092108	146087613,146089300	N,N	NA;NA	NBPF24	NA	NA	NA	NA	NBPF24	2207
169	chr1	146119139	146120567	146119562	N	NA	NBPF24	NA	NA	NA	NA	NBPF24	36374
170	chr1	146130855	146158523	146132518,146158019,146148320	N,N,N	NA;NA;NA	NBPF24	NA	NA	NA	NA	NBPF24	48090
171	chr1	14613581	14619550	14614243,14617923	N,N	NA;NA	NA	NA	NA	NA	NA	KAZN	305663
172	chr1	146214585	146223086	146214820,146221687	N,N	NA;NA	NA	NA	NA	NA	NA	NBPF24	131820
173	chr1	146224443	146230244	146228905	N	NA	NA	NA	NA	NA	NA	NBPF24	141678
174	chr1	146237389	146238553	146237586	N	NA	NA	NA	NA	NA	NA	NBPF24	154624
175	chr1	146333071	146334055	146333569	N	NA	NA	NA	NA	NA	NA	NBPF24	250306
176	chr1	146521335	146525889	146522506	N	NA	NA	PDE4DIP	IMR90	Hi-C	24141950	PRKAB2	118240
177	chr1	146532340	146534632	146533391	N	NA	NA	NA	NA	NA	NA	PRKAB2	109497
178	chr1	146554526	146559217	146556388,146559088	N,N	NA;NA	NA	CHD1L,LOC728989,PRKAB2,FMO5	K562,MCF7	ChIA-PET	22265404	PRKAB2	84912
179	chr1	146560500	146561666	146561088	N	NA	NA	NA	NA	NA	NA	PRKAB2	82463
180	chr1	146576764	146579393	146578035	N	NA	NA	FMO5	IMR90	Hi-C	24141950	PRKAB2	64736
181	chr1	14660151	14662510	14661495	N	NA	NA	KAZN	IMR90	Hi-C	24141950	KAZN	262703
182	chr1	146814638	146821343	146815282,146820005	N,N	NA;NA	NA	NA	NA	NA	NA	CHD1L	100347
183	chr1	14686458	14688740	14688583	N	NA	NA	NA	NA	NA	NA	KAZN	236473
184	chr1	147151313	147153572	147152682	N	NA	ACP6	NA	NA	NA	NA	ACP6	8679
185	chr1	147205499	147207062	147206541	N	NA	NA	NA	NA	NA	NA	ACP6	62865
186	chr1	147274825	147276144	147275340,147274915	N,N	NA;NA	NA	NA	NA	NA	NA	GPR89B	124362
187	chr1	14728274	14733415	14729906,14730578,14731504	N,N,N	NA;NA;NA	NA	KAZN	IMR90	Hi-C	24141950	KAZN	191798
188	chr1	147304012	147311153	147305725,147309532	N,N	NA;NA	NA	NA	NA	NA	NA	GPR89B	89353
189	chr1	147488801	147494596	147489944	N	NA	NA	NA	NA	NA	NA	GPR89B	88295
190	chr1	147503904	147506253	147505435	N	NA	NA	NA	NA	NA	NA	GPR89B	103398
191	chr1	147509434	147513563	147511282	N	NA	NA	NA	NA	NA	NA	GPR89B	108928
192	chr1	147519738	147522950	147520924	N	NA	NA	NA	NA	NA	NA	NBPF24	101651
193	chr1	147664828	147679252	147666551,147674356	N,N	NA;NA	NBPF24	NA	NA	NA	NA	NBPF24	40227
194	chr1	147680143	147692665	147691204	N	NA	NA	NA	NA	NA	NA	NBPF24	55542
195	chr1	147704584	147720250	147710685,147718733,147708891	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	NBPF24	79983
196	chr1	147734305	147737445	147735749	N	NA	NA	NA	NA	NA	NA	NBPF24	109704
197	chr1	147767229	147768846	147767869	N	NA	NA	NA	NA	NA	NA	NBPF24	142628
198	chr1	147779931	147786291	147781070	N	NA	NA	NA	NA	NA	NA	FLJ39739	145689
199	chr1	147788470	147802044	147790244,147801340,147797267	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	FLJ39739	129936
200	chr1	147805148	147811817	147807037,147811305	Y,N	NA;NA	NA	NA	NA	NA	NA	FLJ39739	120163
201	chr1	147833133	147836681	147834130	N	NA	NA	NA	NA	NA	NA	FLJ39739	95299
202	chr1	147850063	147854147	147851514	N	NA	NA	NA	NA	NA	NA	FLJ39739	77833
203	chr1	147859194	147863147	147859208,147860986	N,N	NA;NA	NA	NA	NA	NA	NA	FLJ39739	68833
204	chr1	147872903	147876383	147874717	N	NA	NA	NA	NA	NA	NA	FLJ39739	55597
205	chr1	148175920	148180597	148176316	N	NA	NA	NA	NA	NA	NA	NBPF14	150072
206	chr1	148238968	148243417	148241348	N	NA	NA	NA	NA	NA	NA	NBPF14	213120
207	chr1	148246019	148249292	148248073	N	NA	NA	NA	NA	NA	NA	NBPF14	220171
208	chr1	148333479	148357966	148356861,148351815	N,N	NA;NA	NA	NA	NA	NA	NA	NBPF15	200222
209	chr1	148525011	148528713	148527054	N	NA	NBPF15	NA	NA	NA	NA	NBPF15	29475
210	chr1	148531211	148534265	148532151	N	NA	NBPF15	NA	NA	NA	NA	NBPF15	23923
211	chr1	14873686	14875105	14874223	N	NA	NA	KAZN	IMR90	Hi-C	24141950	KAZN	50108
212	chr1	148849451	148858295	148853816	N	NA	NA	NA	NA	NA	NA	LOC645166	69991
213	chr1	148900996	148902873	148902036	N	NA	LOC645166	NA	NA	NA	NA	LOC645166	25413
214	chr1	149034247	149037373	149036312	N	NA	NA	NA	NA	NA	NA	LOC645166	105961
215	chr1	149057289	149059848	149058252	N	NA	NA	NA	NA	NA	NA	LOC645166	129003
216	chr1	14913101	14914625	14914194	N	NA	KAZN	KAZN	IMR90	Hi-C	24141950	KAZN	10588
217	chr1	149136041	149139437	149138475	N	NA	NA	NA	NA	NA	NA	LOC388692	140039
218	chr1	149213768	149217227	149215524	Y	NA	NA	NA	NA	NA	NA	LOC388692	62249
219	chr1	149222424	149226272	149224338,149223690	N,N	NA;NA	NA	NBPF10,SEC22B,NBPF15	MCF7	ChIA-PET	22265404	LOC388692	53204
220	chr1	149229437	149232647	149230675	N	NA	LOC388692	NA	NA	NA	NA	LOC388692	46829
221	chr1	149260142	149265773	149262037	N	NA	LOC388692	FAM91A2	IMR90	Hi-C	24141950	LOC388692	13703
222	chr1	149325172	149336218	149326340,149333393	N,N	NA;NA	LOC388692	NA	NA	NA	NA	LOC388692	45696
