region	EnhA1	EnhA2	EnhBiv	EnhG1	EnhG2	EnhWk	Het	Quies	ReprPC	ReprPCWk	TssA	TssBiv	TssFlnkD	TssFlnk	TssFlnkU	Tx	TxWk	ZNF-Rpts
chr10_endo:8065000-8070000	0	0	0	0	0	0	0	0.01464080848	0	0	0	0	0	0	0	0	0	0
chr10_endo:8430000-8435000	0	0	0.01464080848	0	0	0	0	0	0.01464080848	0.01464080848	0	0	0	0	0	0	0	0
chr10_endo:11510000-11515000	0	0.02861814148	0	0	0	0	0	0.05723628297	0	0	0	0	0	0	0	0	0	0
chr10_endo:11755000-11760000	0	0	0	0	0	0	0	0.02861814148	0	0	0	0	0	0	0	0	0	0
chr10_endo:12715000-12720000	0	0	0	0	0	0	0	0.01204493875	0	0	0	0	0	0	0	0	0	0
chr10_endo:12900000-12905000	0	0	0	0	0	0	0	0.01204493875	0	0	0	0	0	0	0	0	0	0
chr10_endo:13660000-13665000	0	0	0	0	0	0	0	0.02839194421	0	0	0	0	0	0	0	0	0	0
chr10_endo:13775000-13780000	0	0	0	0	0	0.02839194421	0	0	0	0	0	0	0	0	0	0	0.02839194421	0
chr10_endo:14200000-14205000	0	0	0	0	0	0	0	0.01977504528	0	0	0	0	0	0	0	0	0	0
chr10_endo:14475000-14480000	0	0	0	0	0	0	0	0.01977504528	0	0	0	0	0	0	0	0	0	0
chr10_endo:15430000-15435000	0	0	0	0	0	0	0	0.01739614644	0	0	0	0	0	0	0	0	0	0
chr10_endo:15705000-15710000	0	0	0	0	0	0	0	0.03479229288	0	0	0	0	0	0.01739614644	0	0	0	0
chr10_endo:16840000-16845000	0	0	0	0	0	0	0	0.01860733246	0	0	0	0	0	0	0	0	0	0
chr10_endo:16890000-16895000	0	0	0	0	0	0	0	0.01043806565	0	0	0	0	0	0	0	0	0	0
chr10_endo:17250000-17255000	0	0.01043806565	0	0	0	0	0	0.03948346377	0	0	0.01043806565	0	0	0.01043806565	0	0	0	0
chr10_endo:21275000-21280000	0	0	0	0	0	0	0	0.01858551904	0	0	0	0.01858551904	0	0	0	0	0	0
chr10_endo:21300000-21305000	0	0	0	0	0	0	0	0.01123754269	0	0	0	0.01123754269	0	0	0	0	0	0
chr10_endo:21490000-21495000	0	0	0	0	0	0.01858551904	0	0.02982306173	0	0	0	0	0	0	0	0	0.01858551904	0
chr10_endo:22575000-22580000	0	0	0	0	0	0	0	0.01420002405	0	0	0	0	0	0	0	0	0	0
chr10_endo:22985000-22990000	0	0	0	0	0	0	0	0.01420002405	0	0	0	0	0	0	0	0	0	0
chr10_endo:23155000-23160000	0	0	0	0	0	0	0	0.02914952066	0	0	0	0	0	0	0	0	0	0
chr10_endo:23290000-23295000	0	0	0	0	0	0	0	0.02914952066	0	0.05829904133	0	0	0.02914952066	0	0	0	0	0
chr10_endo:28250000-28255000	0	0	0	0	0	0	0	0.01582656037	0	0	0	0	0	0	0	0	0	0
chr10_endo:28380000-28385000	0	0	0	0	0	0	0	0.01582656037	0	0	0	0	0	0	0	0	0	0
chr10_endo:28670000-28675000	0	0	0	0	0	0	0	0.01724649564	0	0	0	0	0	0	0	0	0	0
chr10_endo:28990000-28995000	0	0	0	0	0	0	0	0	0.01590456021	0.007952280105	0	0	0	0	0	0	0	0
chr10_endo:29120000-29125000	0	0	0	0	0	0	0	0	0.01858843107	0.009294215535	0	0	0	0	0	0	0	0
chr10_endo:30365000-30370000	0	0	0	0	0	0	0	0	0.009729866627	0.01945973325	0	0	0	0	0	0	0	0
chr10_endo:30390000-30395000	0	0	0	0	0	0.01327918261	0	0.01327918261	0	0.01327918261	0	0	0	0	0	0	0	0
chr10_endo:30410000-30415000	0	0	0	0	0	0.01376891563	0	0.01376891563	0	0.01376891563	0	0	0	0	0	0	0	0
chr10_endo:30585000-30590000	0	0	0	0	0	0	0	0.02704809824	0	0	0	0	0	0	0	0	0	0
chr10_endo:30590000-30595000	0	0	0	0	0	0.009729866627	0	0.009729866627	0	0	0	0	0	0	0	0	0.009729866627	0
chr10_endo:35120000-35125000	0	0	0	0	0	0	0	0.02392528406	0	0	0	0	0	0	0	0	0	0
chr10_endo:35215000-35220000	0	0	0	0	0	0	0	0.02392528406	0	0	0	0	0	0	0	0	0	0
chr10_endo:42865000-42870000	0	0	0	0	0	0.04857748281	0	0.04857748281	0	0	0.03048542302	0.03048542302	0	0	0.03048542302	0	0.01809205979	0
chr10_endo:43040000-43045000	0	0	0	0	0	0	0	0.01809205979	0.01809205979	0.01809205979	0	0.01809205979	0	0	0	0	0	0
chr10_endo:43105000-43110000	0	0	0	0	0	0	0	0.03048542302	0.03048542302	0.03048542302	0	0.03048542302	0	0	0	0	0	0
chr10_endo:43260000-43265000	0	0	0	0	0	0	0	0.01288934438	0	0	0	0	0	0	0	0	0	0
chr10_endo:43345000-43350000	0	0	0	0	0	0.01288934438	0	0.01288934438	0.01288934438	0.01288934438	0	0	0	0	0	0	0	0
chr10_endo:43670000-43675000	0	0	0.0138048074	0	0	0	0	0	0.0138048074	0.006902403701	0	0.006902403701	0	0	0	0	0	0
chr10_endo:43690000-43695000	0	0	0.008475256552	0	0	0	0	0.008475256552	0.008475256552	0.008475256552	0	0.008475256552	0	0	0	0	0	0
chr10_endo:44310000-44315000	0	0	0	0	0	0	0	0.006902403701	0.006902403701	0.0138048074	0	0	0	0	0	0	0	0
chr10_endo:44385000-44390000	0	0	0	0	0	0	0	0.008475256552	0.008475256552	0.008475256552	0	0.008475256552	0	0	0	0	0	0
chr10_endo:47025000-47030000	0	0	0	0	0	0	0	0.05328333558	0	0.03484994463	0	0	0	0	0	0	0	0
chr10_endo:47050000-47055000	0	0	0	0	0	0	0	0.0127325877	0	0	0	0	0	0	0	0	0	0
chr10_endo:47070000-47075000	0	0	0	0	0	0	0	0.01146965611	0	0.01146965611	0	0	0	0	0	0	0	0
chr10_endo:47240000-47245000	0	0	0	0	0	0	0	0.0127325877	0	0	0	0	0	0	0	0	0	0
chr10_endo:47305000-47310000	0	0	0	0	0	0	0	0.04631960073	0	0	0	0	0	0	0	0	0	0
chr10_endo:47325000-47330000	0	0	0	0	0	0	0	0.01843339095	0	0	0	0	0	0	0	0	0	0
chr10_endo:48215000-48220000	0	0	0	0	0	0	0	0.02773139127	0	0	0	0	0	0	0	0	0	0
chr10_endo:48285000-48290000	0	0	0	0	0	0	0	0.02773139127	0	0	0	0	0	0	0	0	0	0
chr10_endo:48360000-48365000	0	0	0	0	0	0.02546333453	0	0.05092666906	0	0	0	0	0	0	0	0	0	0
chr10_endo:48505000-48510000	0	0	0	0	0	0	0	0.02546333453	0	0	0	0	0	0	0	0	0	0
chr10_endo:48980000-48985000	0	0	0	0	0	0	0	0.02323895421	0	0	0	0	0	0	0	0	0	0
chr10_endo:49160000-49165000	0	0	0	0	0	0	0	0.02323895421	0	0	0	0	0	0	0	0	0	0
chr10_endo:49405000-49410000	0	0	0	0	0	0	0	0.02355879623	0	0	0	0	0	0	0	0	0	0
chr10_endo:49510000-49515000	0	0	0	0	0	0.02355879623	0	0.02355879623	0	0.02355879623	0	0	0	0	0	0	0	0
chr10_endo:59240000-59245000	0	0	0	0	0	0	0	0.03283950413	0	0	0	0	0	0	0	0	0	0
chr10_endo:59620000-59625000	0	0	0	0	0	0	0	0.03283950413	0	0	0	0	0	0	0	0	0	0
chr10_endo:60100000-60105000	0	0	0	0	0	0	0	0.02534981122	0	0	0	0	0	0	0	0	0	0
chr10_endo:60205000-60210000	0	0	0	0	0	0	0	0.02534981122	0	0	0	0	0	0	0	0	0	0
chr10_endo:60815000-60820000	0	0	0	0	0	0	0	0.02847143556	0	0	0	0	0	0	0	0	0	0
chr10_endo:60960000-60965000	0	0	0	0	0	0	0	0.02847143556	0	0	0	0	0	0	0	0	0	0
chr10_endo:69235000-69240000	0.1208520623	0.06042603113	0	0	0	0.07108674822	0	0	0	0	0	0	0	0	0	0.06042603113	0.1315127793	0
chr10_endo:69360000-69365000	0	0	0	0	0	0	0	0.01066071708	0	0	0	0	0	0	0	0	0	0
chr10_endo:69390000-69395000	0	0	0	0	0	0	0	0.06042603113	0	0	0	0	0	0	0	0	0	0
chr10_endo:69440000-69445000	0	0	0	0	0	0	0	0.01531918941	0	0	0	0	0	0	0	0	0	0
chr10_endo:69495000-69500000	0	0	0	0	0	0	0	0.01531918941	0	0	0	0	0	0	0	0	0	0
chr10_endo:69515000-69520000	0	0	0	0	0	0.0721966109	0	0.0721966109	0	0	0	0	0	0	0	0	0.0721966109	0
chr10_endo:69635000-69640000	0	0	0	0	0	0	0	0.0721966109	0	0	0	0	0	0	0	0	0	0
chr10_endo:69640000-69645000	0	0	0	0	0	0	0	0.03346855505	0	0	0	0	0	0	0	0	0	0
chr10_endo:69715000-69720000	0	0.03346855505	0	0	0	0	0	0.03346855505	0	0	0	0	0	0	0	0	0	0
chr10_endo:69740000-69745000	0	0	0	0	0	0	0	0.01483604141	0	0.01483604141	0	0	0	0	0	0	0	0
chr10_endo:69745000-69750000	0	0	0	0	0	0.01252989211	0	0.01252989211	0	0	0	0	0	0	0	0	0.006264946056	0
chr10_endo:69785000-69790000	0	0	0	0	0	0.01483604141	0	0.01483604141	0	0	0	0	0	0	0	0	0	0
chr10_endo:69790000-69795000	0	0	0	0	0	0.03274220089	0	0.03274220089	0	0	0	0	0	0	0	0	0.01637110045	0
chr10_endo:69910000-69915000	0	0	0	0	0	0	0.01637110045	0.0226360465	0	0	0	0	0	0	0	0	0	0
chr10_endo:70220000-70225000	0	0	0	0	0	0	0	0.03647634262	0	0	0	0	0	0	0	0	0	0
chr10_endo:70275000-70280000	0	0	0	0	0	0	0	0.01098904079	0	0	0	0	0	0	0	0	0	0
chr10_endo:70350000-70355000	0	0	0	0	0	0	0	0.01098904079	0	0.01098904079	0	0	0	0	0	0	0	0
chr10_endo:70355000-70360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03647634262	0
chr10_endo:70460000-70465000	0.03554399912	0.03554399912	0	0	0	0.03554399912	0	0.07108799823	0	0	0	0	0	0	0	0	0	0
chr10_endo:70480000-70485000	0	0	0	0	0	0	0	0.02054216157	0	0	0	0	0	0	0	0	0	0
chr10_endo:70530000-70535000	0.02054216157	0	0	0	0	0.04108432314	0	0.02054216157	0	0	0	0	0	0	0.02054216157	0	0.02054216157	0
chr10_endo:70535000-70540000	0	0	0.03554399912	0	0	0	0	0.03554399912	0	0.03554399912	0	0.03554399912	0	0	0	0	0	0
chr10_endo:70545000-70550000	0.01816759916	0.01816759916	0	0	0	0.01816759916	0	0.01816759916	0	0	0	0	0	0	0	0	0	0
chr10_endo:70755000-70760000	0	0	0	0	0	0	0	0.01816759916	0	0	0	0	0	0	0	0	0	0
chr10_endo:70905000-70910000	0.02121308323	0	0	0	0	0.04242616646	0	0	0	0	0	0	0	0	0	0	0.06363924969	0
chr10_endo:70925000-70930000	0	0	0	0	0	0	0	0.01761062438	0	0	0	0	0	0	0	0	0	0
chr10_endo:70950000-70955000	0	0	0.0110832946	0	0	0	0	0	0.0110832946	0	0.0110832946	0.0221665892	0	0	0.0221665892	0	0	0
chr10_endo:70960000-70965000	0	0	0	0	0	0	0	0.01409878615	0	0	0	0	0	0	0	0	0	0
chr10_endo:70980000-70985000	0	0	0.005680504564	0	0	0	0	0.005680504564	0	0	0	0	0.005680504564	0.005680504564	0	0	0	0
chr10_endo:71000000-71005000	0	0	0	0	0	0	0	0.01409878615	0	0	0	0	0	0	0	0	0	0
chr10_endo:71200000-71205000	0	0	0	0	0	0	0	0.01761062438	0	0	0	0	0	0	0	0	0	0
chr10_endo:71205000-71210000	0	0	0	0	0	0	0	0.005680504564	0	0	0	0	0	0	0	0	0	0
chr10_endo:71210000-71215000	0	0	0	0	0	0	0	0.0110832946	0	0	0	0	0	0	0	0	0	0
chr10_endo:71275000-71280000	0	0	0	0	0	0	0	0.02121308323	0	0	0	0	0	0	0	0	0	0
chr10_endo:71310000-71315000	0	0	0	0	0	0.01290686456	0	0.01290686456	0	0	0	0	0	0	0	0	0.01290686456	0
chr10_endo:71315000-71320000	0	0	0	0	0	0	0	0.01295286236	0	0	0	0	0	0	0	0	0	0
chr10_endo:71380000-71385000	0	0	0	0	0	0.01653403355	0	0.01653403355	0	0	0	0	0	0	0	0	0	0
chr10_endo:71385000-71390000	0	0	0	0	0	0	0	0.01003188621	0	0	0	0	0	0	0	0	0	0
chr10_endo:71390000-71395000	0	0	0	0	0	0	0	0.01175094247	0	0	0	0	0	0	0	0	0	0
chr10_endo:71395000-71400000	0	0	0	0	0	0	0	0.01677045689	0	0	0	0	0	0	0	0	0	0
chr10_endo:71455000-71460000	0	0	0.03354091379	0	0	0	0	0	0.03354091379	0.01677045689	0.01677045689	0.03354091379	0	0	0	0	0	0
chr10_endo:71480000-71485000	0	0	0	0	0	0.01458587273	0	0.007292936367	0	0	0	0	0	0	0	0	0.007292936367	0
chr10_endo:71485000-71490000	0	0	0	0	0	0.01193920641	0	0.01193920641	0	0	0	0	0	0	0	0	0.01193920641	0
chr10_endo:71505000-71510000	0	0	0	0	0	0	0	0.01116566705	0	0	0	0	0	0	0	0	0	0
chr10_endo:71520000-71525000	0	0	0	0	0	0	0	0.01176577442	0	0	0	0	0	0	0	0	0	0
chr10_endo:71540000-71545000	0	0	0	0	0	0	0	0.01116566705	0	0	0	0	0	0	0	0	0	0
chr10_endo:71550000-71555000	0	0	0	0	0	0	0	0.01003188621	0	0.01003188621	0	0	0	0	0	0	0	0
chr10_endo:71565000-71570000	0	0	0	0	0	0.03053087703	0	0.02055478176	0	0	0.01295286236	0	0	0	0.02590572471	0	0.02174186969	0
chr10_endo:71605000-71610000	0	0	0	0	0	0.01406955826	0	0.04467315007	0	0	0	0	0	0	0	0	0	0
chr10_endo:71610000-71615000	0	0	0	0	0	0	0	0.0160819437	0	0	0	0	0	0	0	0	0	0
chr10_endo:71695000-71700000	0	0	0	0	0	0.01406955826	0	0.01406955826	0	0	0	0	0	0	0	0	0	0
chr10_endo:71700000-71705000	0	0	0	0	0	0	0	0	0	0.01175094247	0	0	0	0	0	0	0	0
chr10_endo:71705000-71710000	0	0	0	0	0	0	0	0.02484607097	0	0.01290686456	0	0	0.01290686456	0.01290686456	0	0	0.01290686456	0
chr10_endo:71835000-71840000	0	0	0	0	0	0	0	0.00986233745	0.00986233745	0.00986233745	0	0	0	0	0	0	0	0
chr10_endo:71890000-71895000	0	0.00986233745	0	0	0	0.00986233745	0	0	0	0	0	0	0	0	0	0	0.0197246749	0
chr10_endo:71895000-71900000	0	0	0	0	0	0	0	0.008276731394	0	0	0	0	0	0	0	0	0	0
chr10_endo:71980000-71985000	0	0	0	0	0	0	0	0.01504118339	0	0	0	0	0	0	0	0	0	0
chr10_endo:72020000-72025000	0	0	0	0	0	0.01504118339	0	0.01504118339	0	0	0	0	0	0	0	0	0.01504118339	0
chr10_endo:72050000-72055000	0	0	0	0	0	0	0	0.008276731394	0	0	0	0	0	0	0	0	0	0
chr10_endo:72365000-72370000	0	0	0	0	0	0	0	0.01366909014	0	0	0	0	0	0	0	0	0	0
chr10_endo:72835000-72840000	0	0	0	0	0	0	0	0.01366909014	0	0	0	0	0	0	0	0	0.01366909014	0
chr10_endo:73530000-73535000	0	0	0	0	0	0	0	0.04231856307	0	0	0	0	0	0	0	0	0	0
chr10_endo:73640000-73645000	0	0	0	0	0	0	0	0.04231856307	0	0	0	0	0	0	0	0	0	0
chr10_endo:73885000-73890000	0.02433640065	0	0	0	0	0.0486728013	0	0.0486728013	0	0	0	0	0	0	0	0	0	0
chr10_endo:73955000-73960000	0.0486728013	0	0	0	0	0.02433640065	0	0.02433640065	0	0	0	0	0	0	0	0	0.02433640065	0
chr10_endo:75395000-75400000	0	0	0	0	0	0	0	0.01479017119	0	0	0	0	0	0	0	0	0	0
chr10_endo:75650000-75655000	0	0	0.01479017119	0	0	0	0	0	0	0	0	0.01479017119	0	0	0	0	0	0
chr10_endo:77170000-77175000	0	0	0.01982437082	0	0	0	0	0.00748935694	0.03964874165	0	0	0.01982437082	0	0	0	0	0	0
chr10_endo:77175000-77180000	0	0	0	0	0	0	0	0.006953077489	0	0	0	0	0	0	0	0	0	0
chr10_endo:77375000-77380000	0	0	0	0	0	0	0	0.00748935694	0	0	0	0	0	0	0	0	0	0
chr10_endo:77395000-77400000	0	0	0	0	0	0	0	0.006953077489	0	0	0	0	0	0	0	0	0	0
chr10_endo:77425000-77430000	0	0	0	0	0	0	0.005218369951	0	0.005218369951	0.005218369951	0	0	0	0	0	0	0	0
chr10_endo:77490000-77495000	0	0	0	0	0	0	0.009814382524	0	0.009814382524	0.009814382524	0	0	0	0	0	0	0	0
chr10_endo:77635000-77640000	0	0	0	0	0	0	0	0.01982437082	0	0	0	0	0	0	0	0	0	0
chr10_endo:77640000-77645000	0	0	0	0	0	0	0	0.01503275247	0	0	0	0	0	0	0	0	0	0
chr10_endo:77715000-77720000	0	0	0	0	0	0	0	0.02160145247	0	0	0	0	0	0	0	0	0	0
chr10_endo:77750000-77755000	0	0	0	0	0	0.02160145247	0	0.02160145247	0	0	0	0	0	0	0	0	0.02160145247	0
chr10_endo:77845000-77850000	0.03138187573	0	0	0	0	0.03138187573	0	0.03138187573	0	0	0	0	0	0	0	0	0.03138187573	0
chr10_endo:77970000-77975000	0.03138187573	0.06276375146	0	0	0	0.03138187573	0	0	0	0	0	0	0	0	0	0	0.09414562719	0
chr10_endo:78045000-78050000	0	0	0	0	0	0	0	0.02251209085	0	0	0	0	0	0	0	0	0	0
chr10_endo:78070000-78075000	0	0	0	0	0	0	0	0.01374649231	0	0	0	0	0	0	0	0	0	0
chr10_endo:78125000-78130000	0	0	0	0	0	0	0.01374649231	0.01374649231	0	0	0	0	0	0	0	0	0	0
chr10_endo:78165000-78170000	0	0	0	0	0	0.02251209085	0	0.02251209085	0	0	0	0	0	0	0	0	0.02251209085	0
chr10_endo:78210000-78215000	0	0	0	0	0	0.01161095535	0	0.0232219107	0	0	0	0	0	0	0	0	0	0
chr10_endo:78215000-78220000	0	0	0	0	0	0	0	0.008367935282	0	0	0	0	0	0	0	0	0	0
chr10_endo:78280000-78285000	0	0	0	0	0	0	0	0.01161095535	0	0	0	0	0	0	0	0	0	0
chr10_endo:78395000-78400000	0	0	0	0	0	0	0	0.008367935282	0	0	0	0	0	0	0	0	0	0
chr10_endo:78860000-78865000	0	0	0	0	0	0.0156170854	0	0.0156170854	0	0	0	0	0	0	0	0	0	0
chr10_endo:78895000-78900000	0	0	0	0	0	0	0	0.0156170854	0	0	0	0	0	0	0	0	0	0
chr10_endo:79065000-79070000	0.04689756029	0.02344878015	0	0	0	0.02344878015	0	0	0	0	0	0	0	0	0	0	0.02344878015	0
chr10_endo:79130000-79135000	0.02095470878	0	0	0	0	0.02095470878	0	0	0	0	0	0	0	0	0	0	0.01047735439	0
chr10_endo:79180000-79185000	0.02095470878	0	0	0	0	0.02095470878	0	0	0	0	0	0	0	0	0	0	0.01047735439	0
chr10_endo:79195000-79200000	0.02344878015	0	0	0	0	0.02344878015	0	0	0	0	0.04689756029	0	0	0	0.04689756029	0	0.02344878015	0
chr10_endo:79375000-79380000	0.02474612742	0.02474612742	0	0	0	0	0	0.02474612742	0	0	0	0	0	0	0	0	0.02474612742	0
chr10_endo:79400000-79405000	0.03594631698	0.05610134529	0	0	0	0	0	0.05610134529	0	0	0	0	0	0	0	0	0.01579128867	0
chr10_endo:79435000-79440000	0.06046508494	0	0	0	0	0.02015502831	0	0	0	0	0	0	0	0	0.02015502831	0	0.02015502831	0
chr10_endo:79485000-79490000	0.047373866	0	0	0	0	0.04053741609	0	0.02474612742	0	0	0	0	0	0	0.01579128867	0	0.04053741609	0
chr10_endo:80695000-80700000	0	0	0	0	0	0	0	0.02052351982	0	0	0	0	0	0	0	0	0	0
chr10_endo:80920000-80925000	0	0	0	0	0	0	0	0.02052351982	0	0	0	0	0	0	0	0	0	0
chr10_endo:84160000-84165000	0	0	0	0	0	0	0	0.0284333705	0	0	0	0	0	0	0	0	0	0
chr10_endo:84200000-84205000	0	0	0	0	0	0.0284333705	0	0	0	0	0	0	0	0	0	0	0.056866741	0
chr10_endo:84260000-84265000	0	0	0	0	0	0.0312863627	0	0.0312863627	0	0	0	0	0	0	0	0	0.0312863627	0
chr10_endo:84535000-84540000	0	0	0	0	0	0	0	0.0312863627	0	0	0	0	0	0	0	0	0	0
chr10_endo:86160000-86165000	0	0	0	0	0	0	0	0.006496960048	0	0	0	0	0	0	0	0	0	0
chr10_endo:86175000-86180000	0	0	0.01200058231	0	0	0	0	0	0.02400116463	0.01200058231	0	0.01200058231	0	0	0	0	0	0
chr10_endo:86195000-86200000	0.01110043051	0	0	0	0	0	0.01110043051	0.01110043051	0	0	0	0	0	0	0	0	0	0
chr10_endo:86200000-86205000	0	0	0	0	0	0	0	0.01566634272	0	0	0	0	0	0	0	0	0	0
chr10_endo:86235000-86240000	0	0	0	0	0	0	0	0.01110043051	0	0	0	0	0	0	0	0	0	0
chr10_endo:86260000-86265000	0	0	0	0	0	0	0	0.01102640082	0	0.01102640082	0	0	0	0	0	0	0	0
chr10_endo:86305000-86310000	0	0	0	0	0	0	0	0.01566634272	0	0	0	0	0	0	0	0	0	0
chr10_endo:86350000-86355000	0	0	0	0	0	0	0	0.006496960048	0	0	0	0	0	0	0	0	0	0
chr10_endo:86355000-86360000	0.01102640082	0	0.01102640082	0	0	0.01102640082	0	0.02205280164	0.01102640082	0.01102640082	0	0	0	0	0	0	0	0
chr10_endo:86375000-86380000	0	0	0	0	0	0	0	0.01200058231	0	0	0	0	0	0	0	0	0	0
chr10_endo:86690000-86695000	0	0	0	0	0	0.02392986609	0	0	0	0	0	0	0	0	0	0.01247924262	0.0603389748	0
chr10_endo:86710000-86715000	0	0	0	0	0	0.01739047803	0	0	0	0	0	0	0	0	0	0	0.03478095606	0
chr10_endo:86895000-86900000	0.04132034412	0	0	0	0	0.02392986609	0	0.04132034412	0	0	0.01739047803	0	0	0	0.03478095606	0	0.04132034412	0
chr10_endo:86930000-86935000	0.01247924262	0	0	0	0	0.01247924262	0	0.01247924262	0	0	0	0	0	0	0	0	0.01247924262	0
chr10_endo:88835000-88840000	0	0	0	0	0	0	0	0.03626050195	0	0	0	0	0	0	0	0	0	0
chr10_endo:88840000-88845000	0	0	0	0	0	0	0	0.009768235567	0	0	0	0	0	0	0	0	0	0
chr10_endo:88890000-88895000	0	0	0	0	0	0	0	0.009768235567	0	0	0	0	0	0	0	0	0	0
chr10_endo:88930000-88935000	0	0	0	0	0	0	0	0.03626050195	0	0	0	0	0	0	0	0	0	0
chr10_endo:88940000-88945000	0	0	0	0	0	0.01293831967	0	0.02587663935	0.02238591355	0.009447593874	0	0.01293831967	0	0.01293831967	0	0	0	0
chr10_endo:88990000-88995000	0	0	0	0	0	0	0	0.01293831967	0	0	0	0	0	0	0	0	0	0
chr10_endo:89025000-89030000	0	0	0	0	0	0	0	0	0.02722277379	0.02722277379	0	0	0	0	0	0	0	0
chr10_endo:89210000-89215000	0	0	0	0	0	0	0	0.03667036766	0	0	0	0	0	0	0	0	0	0
chr10_endo:89265000-89270000	0	0	0	0	0	0	0	0.02421613658	0	0	0.01210806829	0	0	0.01210806829	0	0	0	0
chr10_endo:89390000-89395000	0	0	0	0	0	0	0	0.01210806829	0	0	0	0	0	0	0	0	0	0
chr10_endo:90750000-90755000	0	0	0	0	0	0	0	0.04691314756	0	0.04691314756	0	0	0	0	0	0	0	0
chr10_endo:90860000-90865000	0	0	0	0	0	0	0	0.04691314756	0	0	0	0	0	0	0	0	0	0
chr10_endo:93075000-93080000	0	0	0	0	0	0	0	0.02682223605	0	0	0	0	0	0	0	0	0	0
chr10_endo:93080000-93085000	0.02168654427	0.02168654427	0	0	0	0	0	0.03375537184	0	0	0	0	0	0	0	0	0.02168654427	0
chr10_endo:93280000-93285000	0.02168654427	0.02168654427	0.02168654427	0	0	0	0	0.02168654427	0	0	0	0	0	0	0	0	0	0
chr10_endo:93320000-93325000	0	0	0.02682223605	0	0	0	0	0	0.0536444721	0.02682223605	0	0.02682223605	0	0	0	0	0	0
chr10_endo:93350000-93355000	0.03375537184	0.03375537184	0.03375537184	0	0	0	0	0.03375537184	0	0	0	0	0	0	0	0	0	0
chr10_endo:93375000-93380000	0	0	0	0	0	0	0	0.03036998313	0.03036998313	0.03036998313	0.03036998313	0.03036998313	0	0.03036998313	0	0	0	0
chr10_endo:93480000-93485000	0	0	0	0	0	0	0	0.03036998313	0	0	0	0	0	0	0	0	0	0
chr10_endo:93745000-93750000	0	0	0	0	0	0.03182833275	0	0.03182833275	0.03182833275	0.0636566655	0	0	0	0	0	0	0	0
chr10_endo:93815000-93820000	0.0636566655	0.03182833275	0	0	0	0.03182833275	0	0.03182833275	0	0	0	0	0	0	0	0	0.03182833275	0
chr10_endo:95245000-95250000	0	0	0	0	0	0	0	0.04447998118	0	0	0	0	0	0	0	0	0	0
chr10_endo:95360000-95365000	0.04447998118	0.04447998118	0	0	0	0.08895996236	0	0	0	0	0	0	0	0	0	0	0.08895996236	0
chr10_endo:95370000-95375000	0	0.02552813331	0	0	0	0	0	0.02552813331	0	0	0	0	0	0	0	0	0.02552813331	0
chr10_endo:95430000-95435000	0	0.02263345276	0	0	0	0	0	0.02263345276	0	0	0	0	0	0	0	0	0.02263345276	0
chr10_endo:95450000-95455000	0.01110762119	0	0	0	0	0.01110762119	0	0.02062065193	0	0	0	0	0	0	0	0	0.02221524239	0
chr10_endo:95485000-95490000	0	0	0	0	0	0	0	0.01227331017	0	0	0	0	0	0	0	0	0	0
chr10_endo:95525000-95530000	0	0	0	0	0	0	0	0.01227331017	0	0	0	0	0	0	0	0	0	0
